rebel_type			Brigantes	//Britons
unit				numidian cavalry
unit				numidian cavalry
unit				numidian cavalry
unit				numidian cavalry
unit				carthaginian cavalry
unit				merc libyan infantry
unit				merc libyan infantry
unit				carthaginian general's cavalry early

rebel_type 			Nasamones		//numidia
category			peasant_revolt
chance				0
description			Nasamones
unit				numidian cavalry
unit				numidian cavalry
unit				numidian cavalry
unit				numidian cavalry
unit				numidian cavalry
unit				merc libyan infantry
unit				merc libyan infantry
unit				carthaginian general's cavalry early

rebel_type 			Agisymban		//numidia
category			peasant_revolt
chance				0
description			Agisymban
unit				carthaginian peltast
unit				carthaginian peltast
unit				carthaginian peltast
unit				carthaginian peltast
unit				carthaginian peltast
unit				carthaginian peltast
unit				carthaginian peltast
unit				carthaginian general's cavalry early

rebel_type 			Emporiote		//greek_cities
category			peasant_revolt 
chance				0
description			Emporiote
unit				carthaginian cavalry
unit				barb archer slave
unit				greek peasant
unit				carthaginian infantry
unit				carthaginian infantry
unit				greek hoplite militia
unit				greek hoplite militia
unit				greek general's guard cavalry early

rebel_type 			Hemeroskopeiote		//greek_cities
category			peasant_revolt 
chance				0
description			Hemeroskopeiote
unit				carthaginian cavalry
unit				greek peasant
unit				merc spanish infantry
unit				carthaginian infantry
unit				carthaginian infantry
unit				greek hoplite militia
unit				greek hoplite militia
unit				greek general's guard cavalry early

rebel_type 			Turdetanian	//Spain
category			peasant_revolt 
chance				0
description			Turdetanian
unit				merc balearic slingers
unit				carthaginian peltast
unit				carthaginian peasant
unit				carthaginian infantry
unit				carthaginian infantry
unit				barb naked fanatics slave
unit				merc spanish infantry
unit				barbarian rebel general

rebel_type 			Celtiberian	//Spain
category			peasant_revolt 
chance				0
description			Celtiberian
unit				carthaginian peltast
unit				carthaginian peasant
unit				carthaginian infantry
unit				carthaginian infantry
unit				barb naked fanatics slave
unit				merc spanish infantry
unit				merc spanish infantry
unit				barbarian rebel general

rebel_type 			Cantabrian	//Spain
category			peasant_revolt 
chance				0
description			Cantabrian
unit				carthaginian peltast
unit				carthaginian peasant
unit				carthaginian infantry
unit				carthaginian infantry
unit				barb naked fanatics slave
unit				merc spanish infantry
unit				merc spanish infantry
unit				barbarian rebel general

rebel_type 			Asturian	//Spain
category			peasant_revolt 
chance				0
description			Asturian
unit				carthaginian peltast
unit				carthaginian peasant
unit				carthaginian infantry
unit				carthaginian infantry
unit				barb naked fanatics slave
unit				merc spanish infantry
unit				merc spanish infantry
unit				barbarian rebel general

rebel_type 			Lusitanian	//Spain
category			peasant_revolt 
chance				0
description			Lusitanian
unit				carthaginian peltast
unit				carthaginian peasant
unit				carthaginian infantry
unit				carthaginian infantry
unit				barb naked fanatics slave
unit				merc spanish infantry
unit				merc spanish infantry
unit				barbarian rebel general

rebel_type 			Histrian		//dacia
category			peasant_revolt 
chance				0
description			Histrian
unit				barb cavalry slave
unit				barb peasant slave
unit				merc illyrian
unit				merc illyrian
unit				barb infantry slave
unit				barb infantry slave
unit				greek hoplite
unit				barbarian rebel general

rebel_type 			Libernian		//dacia
category			peasant_revolt 
chance				0
description			Libernian
unit				barb cavalry slave
unit				barb peasant slave
unit				merc illyrian
unit				merc illyrian
unit				barb infantry slave
unit				barb infantry slave
unit				greek hoplite
unit				barbarian rebel general

rebel_type 			Daorsian		//dacia
category			peasant_revolt 
chance				0
description			Daorsian
unit				barb cavalry slave
unit				barb peasant slave
unit				merc illyrian
unit				merc illyrian
unit				barb infantry slave
unit				barb infantry slave
unit				barb naked fanatics slave
unit				barbarian rebel general

rebel_type 			Tauriscian		//gauls
category			peasant_revolt 
chance				0
description			Tauriscian
unit				barb cavalry slave
unit				barb peasant slave
unit				barb peasant slave
unit				barb infantry slave
unit				barb infantry slave
unit				barb infantry slave
unit				barb naked fanatics slave
unit				barbarian rebel general

rebel_type 			Eraviscian		//gauls
category			peasant_revolt 
chance				0
description			Eraviscian
unit				barb cavalry slave
unit				barb peasant slave
unit				barb peasant slave
unit				barb infantry slave
unit				barb infantry slave
unit				barb infantry slave
unit				barb naked fanatics slave
unit				barbarian rebel general

rebel_type 			Dardanian		//thrace
category			peasant_revolt 
chance				3
description			Dardanian
unit				greek cavalry
unit				greek peltast
unit				greek peltast
unit				merc thracian
unit				merc thracian
unit				merc bastarnae
unit				greek hoplite
unit				barbarian rebel general

rebel_type 			Daci		//dacia
category			peasant_revolt 
chance				0
description			Daci
unit				barb peasant slave
unit				barb archer slave
unit				barb archer slave
unit				barb infantry slave
unit				barb infantry slave
unit				barb naked fanatics slave
unit				merc bastarnae
unit				barbarian rebel general

rebel_type 			Getae		//dacia
category			peasant_revolt 
chance				0
description			Getae
unit				barb peasant slave
unit				barb archer slave
unit				barb archer slave
unit				barb infantry slave
unit				barb infantry slave
unit				merc bastarnae
unit				merc bastarnae
unit				barbarian rebel general

rebel_type 			Triballian		//thrace
category			peasant_revolt 
chance				3
description			Triballian
unit				greek cavalry
unit				barb peasant slave
unit				greek peltast
unit				greek peltast
unit				merc thracian
unit				merc thracian
unit				merc bastarnae
unit				barbarian rebel general

rebel_type 			Tyle		//gauls
category			peasant_revolt 
chance				3
description			Tyle
unit				barb cavalry slave
unit				barb noble cavalry slave
unit				barb archer slave
unit				merc thracian
unit				merc thracian
unit				barb naked fanatics slave
unit				merc bastarnae
unit				barbarian rebel general

rebel_type 			Moesian		//thrace
category			peasant_revolt 
chance				3
description			Moesian
unit				greek cavalry
unit				greek peltast
unit				greek peltast
unit				merc thracian
unit				merc bastarnae
unit				greek hoplite militia
unit				greek hoplite militia
unit				barbarian rebel general

rebel_type 			Emathian		//Macedon
category			peasant_revolt 
chance				0
description			Emathian
unit				greek cavalry
unit				greek medium cavalry
unit				greek peasant
unit				greek peltast
unit				greek hoplite militia
unit				greek hoplite militia
unit				greek hoplite
unit				greek general's guard cavalry early

rebel_type 			Pelagonian		//Macedon
category			peasant_revolt 
chance				0
description			Pelagonian
unit				greek cavalry
unit				greek medium cavalry
unit				greek peasant
unit				greek peltast
unit				greek hoplite militia
unit				greek hoplite militia
unit				greek hoplite
unit				greek general's guard cavalry early

rebel_type 			Boeotian	//greek_cities
category			peasant_revolt 
chance				0
description			Boeotian
unit				greek cavalry
unit				greek peasant
unit				greek peltast
unit				greek heavy peltast
unit				greek hoplite militia
unit				greek hoplite militia
unit				greek hoplite
unit				greek general's guard cavalry early

rebel_type 			Euboean	//greek_cities
category			peasant_revolt 
chance				0
description			Euboean
unit				greek cavalry
unit				greek peasant
unit				greek peltast
unit				greek heavy peltast
unit				greek heavy peltast
unit				greek hoplite militia
unit				greek hoplite militia
unit				greek general's guard cavalry early

rebel_type 			Arcadian	//greek_cities
category			peasant_revolt 
chance				0
description			Arcadian
unit				greek cavalry
unit				greek peasant
unit				greek peltast
unit				greek heavy peltast
unit				greek heavy peltast
unit				greek hoplite militia
unit				greek hoplite militia
unit				greek general's guard cavalry early

rebel_type 			Taurican	//Scythians
category			peasant_revolt 
chance				0
description			Taurican
unit				barb horse archers slave
unit				barb horse archers slave
unit				barb horse archers slave
unit				barb cavalry slave
unit				barb peasant slave
unit				barb archer slave
unit				greek hoplite militia
unit				barbarian rebel general

rebel_type 			Harpian	//dacia
category			peasant_revolt 
chance				0
description			Harpian
unit				barb horse archers slave
unit				barb cavalry slave
unit				barb peasant slave
unit				barb archer slave
unit				barb archer slave
unit				barb archer slave
unit				barb infantry slave
unit				barbarian rebel general

rebel_type 			Agathyrsian	//Scythians
category			peasant_revolt 
chance				0
description			Agathyrsian
unit				barb horse archers slave
unit				barb cavalry slave
unit				barb peasant slave
unit				barb archer slave
unit				barb archer slave
unit				barb archer slave
unit				barb infantry slave
unit				barbarian rebel general

rebel_type 			Siraces	//Scythians
category			peasant_revolt 
chance				0
description			Siraces
unit				barb horse archers slave
unit				barb horse archers slave
unit				barb horse archers slave
unit				merc sarmatian cavalry
unit				barb peasant slave
unit				barb archer slave
unit				barb archer slave
unit				barbarian rebel general

rebel_type 			Hunni		//Scythians
category			peasant_revolt 
chance				0
description			Hunni
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east peasant
unit				east archer
unit				east archer
unit				eastern rebel general

rebel_type 			Asii		//Scythians
category			peasant_revolt 
chance				0
description			Asii
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east peasant
unit				east archer
unit				east archer
unit				eastern rebel general

rebel_type 			Issedones		//Scythians
category			peasant_revolt 
chance				0
description			Issedones
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east peasant
unit				east archer
unit				east archer
unit				eastern rebel general

rebel_type 			Massagetae		//Parthia
category			peasant_revolt 
chance				0
description			Massagetae
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east peasant
unit				east archer
unit				east archer
unit				eastern rebel general

rebel_type 			Tocharian		//Parthia
category			peasant_revolt 
chance				0
description			Tocharian
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east peasant
unit				east archer
unit				east archer
unit				eastern rebel general

rebel_type 			Khotanese		//Parthia
category			peasant_revolt 
chance				0
description			Khotanese
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east peasant
unit				east archer
unit				east archer
unit				eastern rebel general

rebel_type 			Seres	//Parthia
category			peasant_revolt 
chance				0
description			Seres
unit				east horse archer
unit				east horse archer
unit				merc sarmatian cavalry
unit				merc sarmatian cavalry
unit				east archer
unit				east archer
unit				east infantry
unit				eastern rebel general

rebel_type 			Asmiraian		//Parthia
category			peasant_revolt 
chance				0
description			Asmiraian
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east peasant
unit				east archer
unit				east archer
unit				eastern rebel general

rebel_type 			Sogdian		//Parthia
category			peasant_revolt 
chance				0
description			Sogdian
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				merc sarmatian cavalry
unit				east archer
unit				east archer
unit				east infantry
unit				eastern rebel general

rebel_type 			Baktrian		//seleucids
category			peasant_revolt 
chance				0
description			Baktrian
unit				east horse archer
unit				east horse archer
unit				merc sarmatian cavalry
unit				east archer
unit				east archer
unit				greek hoplite militia
unit				greek hoplite
unit				greek general's guard cavalry early

rebel_type 			Chorasmian		//Parthia
category			peasant_revolt 
chance				0
description			Chorasmian
unit				east horse archer
unit				merc sarmatian cavalry
unit				merc sarmatian cavalry
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Amardian		//Scythians
category			peasant_revolt 
chance				0
description			Amardian
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east peasant
unit				east archer
unit				east archer
unit				eastern rebel general

rebel_type 			Dahae		//Parthia
category			peasant_revolt 
chance				0
description			Dahae
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				east horse archer
unit				merc sarmatian cavalry
unit				merc sarmatian cavalry
unit				east archer
unit				eastern rebel general

rebel_type 			Margian		//Parthia
category			peasant_revolt 
chance				0
description			Margian
unit				east horse archer
unit				merc sarmatian cavalry
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			TerraIncognita		//numidia
category			peasant_revolt
chance				0
description			TerraIncognita
unit				cheat oliphants

;;;;;;;;;;;;		;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;				
;non region			based
;;;;;;;;;;;;		;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

rebel_type			gladiator_uprising
category			gladiator_revolt
chance				100
description			gladiator_uprising
unit				roman peasant
unit				roman peasant
unit				roman velite gladiator
unit				roman samnite gladiator
unit				roman mirmillo gladiator

rebel_type			brigands
category			brigands
chance				50
description			brigands
unit				merc peltast
unit				merc illyrian
unit				merc samnite
unit				merc thracian
unit				merc bastarnae
unit				merc sarmatian cavalry
unit				merc horse archers
unit				merc spanish infantry
unit				merc eastern infantry
unit				merc rhodian slingers
unit				merc cretan archers
unit				merc greek hoplites
unit				merc libyan infantry
unit				merc numidian cavalry
unit				merc arab cavalry
unit				merc bedouin
unit				merc bedouin archers
unit				merc balearic slingers
unit				merc barbarian infantry
unit				merc barbarian cavalry

rebel_type			pirates
category			pirates
chance				50
description			pirates
unit				naval pirate ships

